NUMERO_FACTURA;CODIGO_DE_BARRAS;59
442969;3560523973118935;4
615436;5100149601026902;56
278827;3577040219146357;1
364624;374622416624210;80
603747;3564043560311419;84
81963;3554921720465146;84
985576;6706643078045748224;5
231044;3575382055919279;46
75770;6767755174022937600;55
590108;4041374759116;42
830569;5568791413596179;23
438257;4913123977553872;1
825249;3561303524501718;44
849116;30382059615878;56
597375;633374794069752704;88
450709;201466249775107;66
117497;3530879760798512;45
106705;3586604775455459;70
154854;4692272619323348;43
729369;3542909798512498;47
254845;3568834305262172;61
278728;3558456184025421;90
109974;3582704799995805;73
349518;3580090024202080;29
403281;4026878464113423;15
287840;5007661025815433;100
92297;3572614665925350;44
372903;374622839775920;60
938364;3561300050487908;93
663251;5519768030000330;93
509123;3572478220078729;90
855156;3589958846346353;7
636495;201647744996328;61
492016;560225914681386112;10
941995;3558636716036976;93
964099;36511847064122;97
139990;3582392790528658;44
225991;3544228497454367;68
382709;3555844694931811;6
968218;5281209265948097;28
984782;30263474414016;93
280461;3571649915129412;23
313241;4041373147626067;20
777923;3574132440812353;12
919618;4913578136674408;3
563499;6767940479123918;7
398553;372301635696455;82
717239;5100132310972533;81
323171;3576238611183025;58
367505;3555690679010125;50
625606;6334429287853845;39
224609;50204233164729104;89
719004;343571490411838;19
852044;3567171263923789;99
772231;201998071086815;57
89374;4844625204692475;90
732560;3529162984364749;26
147825;5277190938320045;37
25808;5010128269012940;37
665448;493699742469777664;19
111224;5602253969134077;15
133835;6304663167924278;75
743308;5893825072058224;46
349581;6396011454080579;98
807408;3547063694448111;11
851884;6375132680521353;96
199188;3572342665042592;4
958444;6379401349723445;29
208817;374283360415459;33
679141;3550877256408526;91
883101;3587926675888995;72
434344;5199664884966782;93
423039;5602223685284865024;47
346787;3584097216227615;30
269789;6334400290768201728;60
409086;30598350102874;31
27805;3544312087484099;65
357848;3584986779940475;40
330559;6767660114227243;100
770696;3567135472453151;24
930436;3537497369563147;8
385474;3563169137171639;89
214271;30389773342317;27
455643;3529236634166983;15
517376;3544552594566629;40
777436;5048372959574076;35
132460;3531892156651921;30
735258;5602245796128066;43
768072;3538815666037011;38
359783;5610356490579932;63
966168;30017304477845;58
304332;3540507951470272;15
689539;5602222983570939;64
392556;3543680883497247;63
639493;6706403218830495;68
636144;4041374694600752;62
733066;5100172491426016;75
767196;3584794051597058;16
291333;6767962536494793;13
472873;3564198162924520;19
502569;3563980947265787;93
819507;3534886118822924;66
584870;3583372964871000;33
986122;4913511109699268;73
449199;5100171635184739;62
171701;4508966718048235;92
594272;3585493450004480;68
109065;201520688776040;40
515056;3537911927138036;18
815162;3543232031558288;87
548188;6304611752366694;20
791967;3544923614697548;51
431167;3547227638715436;62
524030;3580609602203226;11
589416;67096446861746616;44
944563;3542836271550762;27
887820;3585204580201783;65
520461;5492092005168639;60
473475;3558992707574859;44
648437;374622708125900;30
799284;3534440149659408;76
42691;6767778651806843904;72
486485;3554772441449400;29
686259;5509849538343869;34
234372;3575736993013190;90
752095;374283093017762;43
391634;4026237063157069;86
812530;3580936926558948;33
948818;56022580436351040;39
511360;3537801719978824;3
298032;4041374577338470;7
81802;5539942396280564;82
580226;3551943345599573;35
472242;5010127537282541;75
13811;5602216475576032;19
686741;5602212082688203;13
128156;56022359538760912;53
654256;4917540135110079;8
488432;3556322982243156;52
24512;343996864129288;21
567646;6387386523956715;26
571448;4026029436242193;78
391790;6304316237742242;20
976759;676227221893651840;85
829002;30024899189215;79
592033;30459519648366;61
930187;30148108652505;80
358508;5100171005606584;94
367453;5010128585684307;90
558692;5100178435832144;86
662099;6709598997591504896;46
783530;50381296738777616;44
681235;3538509129617093;70
595039;6390303101323510;97
260995;3545164533926119;49
598785;3563107600269431;12
675200;676201418555021184;81
19372;6395361771350663;71
429733;6333079393833747456;18
436878;3571648082144204;24
5584;5602231410873204;87
899373;3532130738611397;12
168021;3557071623067305;98
841780;5104484104189212;98
928930;6331109483106939904;17
754254;3534134424251482;36
754041;5454447697249103;46
190407;50209397313659648;58
968015;3533161747561231;2
850813;3583605029168353;58
181461;4508870603114377;29
288180;5100137145130538;13
401384;3586791605891472;38
15449;5602257410709460;16
717805;3545412854499665;22
896592;5602247136630553;5
384105;30323812212413;81
235522;3578643648490343;65
730821;4175008623924168;66
471946;5602236182989955;62
810197;50185174630660128;31
884468;30178323858819;93
976260;4844154683545898;100
641431;372160356877854;30
595127;372232361048407;24
128009;344902184055376;25
65027;5038746539932908;99
760231;3589654571619003;41
563605;4936662949504326;63
557757;5100139823680529;6
522861;490563295587106240;3
876372;5641823744127850496;19
2835;5100136271593600;86
403419;50200349397203160;6
775279;30288801648309;72
567217;675934125124538624;29
381903;3578989390047330;9
930701;670602306009275392;44
141594;560222271302210176;1
866777;58935261108435448;26
633791;3581844827436116;57
519871;3533231164581309;57
706993;676283923530370304;68
875396;201605319717826;1
937813;4508637191631538;81
428493;342281517287648;44
976421;4041374747210;60
864651;3554760114960225;46
820854;3560548808890556;81
863575;3549698718642393;96
963953;50206317743388328;38
749931;5227317912541558;70
211238;3564921941794694;20
150446;3557950312911461;31
187882;4425489807284;67
247585;6333279842997533;58
62603;4041376227398747;1
769630;6334363626210377;30
31061;3556979523247150;62
493892;3581739316702160;64
732414;5100141113609473;8
844748;5602244379989523;64
277861;3579197908481889;16
393093;3565482258766790;97
423485;564182556084055232;26
652718;5602215972135029;63
400443;3570220881055493;62
514399;4911839635071845376;30
851643;3560622340608733;36
309649;3581395560228673;26
355779;4017954915663307;98
359586;6759631398798325760;58
199734;3580191753185692;45
194343;3564330582195130;25
541550;5018832026451448;87
921154;3540202100855322;24
506374;3529715398117688;49
388367;502070043707387328;5
945927;6331101420233803776;34
819985;5602241844728569;21
978319;67713014834954640;5
754913;6331106045093996;74
894456;503815745511727232;57
586896;3543086400185317;78
492451;5100137693718874;30
810121;3534044817786178;17
512829;3532327547275204;42
180089;5602211290193022;43
260783;5641820967788482560;4
981746;5520989927753123;5
797913;490529589859713536;17
827958;344505359626598;89
973377;3557888517302427;45
936069;3547654968675213;48
541453;3544179111851449;68
818956;3579974776602170;70
684100;3529304818823272;4
745136;3555085075073084;75
69646;4936232222986763264;93
875917;377148295916060;26
975402;5457771303145281;55
224300;30077671490318;60
626954;5020090073665198;35
525682;3587703889930537;15
207448;3588776964361140;82
531925;5020874719593421;35
714906;3567963202265045;32
392038;4844855717302334;44
734127;4041590223038376;18
829499;3583596903277412;46
61472;4911941471096585216;34
21448;4026961232076724;72
661282;5179743009504407;55
132869;377400225142170;4
556209;676788625279126528;67
312372;3580221905079467;89
542237;337941879017969;45
709450;493680933133069568;63
358422;5020817599457803;12
940233;5327215463467380;79
330245;5602218602555988;30
878689;676303527368829696;23
176968;5018503327573723;2
447941;3534911510398222;31
536446;5106063004733341;70
539802;5100178947006948;42
700610;3586408549253368;13
556952;374622400076682;93
18978;3545767818095507;67
621509;633110513166994560;77
864726;501828722216780160;36
978493;3540143999726408;20
172618;5100175683357162;28
978043;3573240520799902;98
570249;3558541456895914;64
118719;3535990494474810;90
523624;3542345788387890;96
879906;6304722625653042;41
755683;67634359503121872;26
917454;3540910239637201;58
848947;633338663598467968;64
470524;3552027304647455;75
182309;3565901188534150;60
485330;3579599423452230;22
830490;502007605479740224;97
765515;4405793801182133;52
319953;560222229148630400;72
953513;30072360443397;95
394785;374283280007899;52
661190;6334512772907113472;26
807688;67615960293130128;49
520122;3586432686497513;94
623849;6390166196075372;84
421935;5641823982970262528;62
661624;3574746545011320;74
878239;5602248516310337;41
116151;6331103022257224704;60
824624;3577600336929785;51
403620;5018764549723479040;74
24808;3545130979850600;38
708876;3535037139630594;43
767321;4936405980376724480;25
450508;3540712370937204;6
682257;4508780846481006;4
224536;201969848525443;32
637361;4041594671638521;12
69576;6304794861444253;68
527683;67617221478788368;70
309425;3553827633463329;90
643345;5018339682398530560;18
18486;201847708240727;54
377842;633336516049473536;34
496710;3561580031820182;62
221863;4017950829912939;94
201290;490318624165102080;31
318233;67593670836414672;4
448713;493641230638470016;67
540125;6334171246658490368;84
936743;3553315587246791;98
811619;337941314197202;62
588382;3568172381645790;87
529339;3561381496307769;98
402247;5440995005593668;79
657784;3547254920165419;89
246295;3578531497651281;98
15819;6333895905436075;89
258986;3586730475871842;31
448928;3576001329204123;76
362726;675906188118563072;48
559712;5602249681244228;28
276557;3549477804954859;28
43501;3535285300379141;92
349597;3537786711369843;6
254432;5100179162208250;58
246880;6763759445442606;71
85889;3569005172665974;18
922112;3542006665105546;65
121742;201740358135638;19
300359;3535889384043919;34
691659;4508213770702338;31
972990;3584807163163815;63
875388;3568716564455763;7
403903;3552230782172448;91
816206;3585527456967289;7
984886;5002352372788101;41
648842;5602248455750857;55
827929;3550084771073618;51
789142;3540574341306509;34
876755;5602210124283157;25
789829;3579459584340221;67
448705;3541232416113065;68
832762;3551687387072276;95
852051;30348985568085;17
405847;374622699789425;1
743142;3538067166788921;20
222458;3579225285056543;37
273012;372301137660215;11
684812;201624111089334;14
748895;3573227535348668;85
357252;4911497130024458240;91
834187;3548276016689209;44
423709;4911231442918135808;10
532145;3574084462086731;84
892202;3533906528866146;5
417491;3532328110332323;87
832041;3555574301058373;98
466314;346344641748871;27
901578;3543874393821075;79
650353;201527915726953;59
684502;4913183804216846;7
75854;30343736864024;22
998376;67095568182017488;52
354895;1;96
513715;2;7
513596;3;55
164403;4;82
827090;5;44
222284;6;90
945923;7;59
548547;8;65
869750;9;36
971017;10;22
144702;5602237354471566;40
789193;3556799183786275;47
251422;3563229062005887;12
520455;6767461328724472832;18
560098;3571626081343928;13
135052;3567261967897064;25
786672;6376281950381086;79
182554;5503978860865862;42
228293;3570755883293121;6
596178;5602213929749331;77
179172;50208202650711416;18
546390;6334788278218721280;97
436000;4405681080454606;61
161485;5602211708456975360;59
863277;493618568679849152;26
453318;5602211779019419648;88
372393;3530830671087040;86
16482;30477336399799;9
216833;3545803076830119;64
802545;3539774807949098;99
160233;379382114068062;22
144880;5018747836447362;100
368712;3568240334062072;17
878574;604024927497875;78
101111;3584999996058377;72
11451;5149264255098256;24
555151;67634521163957808;16
754609;3531605966405324;92
264710;6761236828623856;33
737849;4911719307265434;91
101189;3573641762076141;96
960535;4175003931790856;42
45041;30557583725059;1
69572;3549457378982908;43
834107;3546535385852058;75
515998;5433947833471434;37
244302;5018553727497015;8
722285;3566107033368872;25
813477;4607025721158;77
906516;5100134245447953;76
627043;3559389995530942;79
951280;201553062694687;74
568136;5100139765629542;2
952740;4839532026239302;25
259133;372301125279341;75
600613;5475769920203499;8
511615;3588562559288512;20
475447;5100147036203039;51
101754;3552855325595810;19
609473;6392150315718201;18
424020;3558765538431584;61
779955;4017955950993;16
240642;3540046260028810;82
695957;3528051252737812;6
708756;3540123007093421;98
128704;3563725397731402;39
62208;630499292918727552;21
489929;560222090634633856;51
913481;3587318974437007;53
510566;5048375299364645;72
150143;6333362237678130;7
865951;4175002620999182;82
896950;4905982909158273024;33
659099;3548779897541597;19
613780;3538972257532510;4
686246;201485832731111;43
937941;3533099192140723;76
495034;5108752168227367;69
54867;5602256855554209;29
734729;3584342611815378;6
619150;30034913267285;45
181955;3557016763912679;82
918929;3588381698112107;39
157000;63049361901478344;81
777386;337941268725966;30
546715;30297691818948;11
406657;3584936709798006;34
490125;6331106868974181;23
92649;4905637515559073792;77
817097;3585844964844813;23
867603;3568588115606453;36
226718;56022580248964976;84
582512;5172990415488884;73
699238;3540599186715696;42
967113;3564544133165752;5
776930;5298600530180212;29
639564;63048677703452504;42
980864;560224203125586880;62
23942;3550120258925670;13
409390;3542427889566299;77
988239;4175001447889428;82
403849;3565498419889073;79
619695;337941663905882;57
415755;6392137656889618;63
692454;6759285324250197;6
158858;4844018750847083;66
956634;3588146329453471;44
214096;56022546698907616;6
589944;3533591898131154;95
580781;3532843410134864;98
211321;3560472207542868;22
930941;3543908937663989;4
522302;6378147875999682;62
427204;3568137979867536;39
926639;5018309241254251520;96
964075;56022578196000880;89
704169;3559711689505841;3
995765;5610811018067547;99
413694;3540211321291597;48
187301;5602234986189906;14
825240;3582594778114373;83
74676;5100139029761834;82
719098;5565111096903183;28
688794;5602242757790638;81
688276;3584198668740574;84
135517;4041592399489;7
710639;5002359795652244;69
65151;3579968978120528;39
764681;4041373166537;7
861301;3545024635616754;48
955977;3568196167491236;2
748512;4026268834765104;9
316479;3567240832224498;99
468619;560223976537027520;5
930916;3558072380125038;74
264827;5100147358493424;80
237137;30580193924359;36
495319;30155694386596;44
499861;5007662992878453;14
63181;3569240267908266;67
501129;5007664208296983;56
110623;3545693776933275;40
139240;201579228615506;100
811911;3552853928624855;30
159448;3551822514951833;85
69075;3568738041415327;30
686677;4026140586637353;30
270314;3589976736816251;5
836390;6759313987703202816;34
541870;379144066797654;84
852944;3578790896108240;71
875113;3534539895811715;88
99835;3542632064919664;28
218803;6394841844663961;97
403093;4175000250646446;51
474867;5007669258021843;59
658889;5602235237486972928;85
126879;4026633428048854;4
945548;5641823756633357312;71
656527;3559437184921909;70
889186;375865442544899;76
427019;3565120644574706;9
805625;5020053436685291520;30
682725;56022279048842896;92
770266;3571361804860509;30
945913;3585801169349808;10
582466;30428220758723;13
90507;3532746467879721;13
64512;30237363054877;98
864008;201514096942989;2
415656;5420888724072987;1
307535;5382214558494807;43
296705;4903195178002331;1
375328;3542410599279064;70
37763;5100171714275234;22
972055;3531508803688187;19
66597;3561738274065895;27
996320;5007665154488540;33
470366;3545762226006006;100
152142;3542872041501033;70
236828;5602246555859438;22
676281;3542989059793284;59
203638;201787324366631;28
447605;3543033015801029;30
627171;5414876343491942;6
499263;201906725002310;59
863279;5602240761152845;3
604133;4913784852319398;57
109643;3547760747020405;20
639370;3567581308286119;49
525936;201439176715420;52
932430;67066163584228672;57
509174;5007667035222676;20
977577;3569496870983381;19
155885;6399474254081485;32
222228;3542523882547276;79
426905;4041592089692;74
413769;5007662235193561;1
259036;3546931976067232;50
391019;374622379894271;31
10057;6761755759138703360;13
717034;6763654569747668992;76
133277;3583133244398960;28
595642;3583549302395236;28
742150;56022597975429056;10
713883;3569464696603120;68
951221;3531266828625516;9
518270;3586059021203833;94
885120;3563022139598400;41
269140;3532045418518847;78
528273;6334157744974330;48
385888;6709755285169785;75
715323;3573548964127756;40
358496;4844222697703801;88
715175;5048370267480234;43
314000;3529743174454075;27
358324;491102708863590336;98
267476;3544942203353222;30
670524;3560508929611158;75
816643;63043717635033408;19
607554;374283568284905;58
997879;3543357183905951;54
514901;201901800560183;85
547440;3562576080508024;88
217450;3538810844319704;33
108360;3549684302679090;96
913718;3578367145956032;64
790691;30060705178869;58
272693;201759760126126;41
933461;30514950809339;74
392074;5038029730893793280;49
489358;3562590195516996;21
195550;5556007585155296;24
46550;374288967200857;53
292977;3582750077174027;14
48306;561098216408923264;4
666335;3542762758475671;100
840308;3553837953956182;22
374224;5507723231149737;15
551062;3563493994553055;67
151002;3571051372453981;95
671010;201507516982478;4
578674;30557528338984;23
238525;201859520075082;7
235722;491160214815351232;4
438039;5602259505168651;70
375661;374622856577514;76
274513;3585870398786593;69
848716;56022274097652024;95
601641;3578219080981790;37
642871;3566296057667028;80
786512;3563332060633104;72
968043;30240394328450;81
695467;3552943664356869;19
548802;6375742533795630;44
27208;6333451490662848;93
848419;6044127484075490;37
166252;4905539335932871680;83
526231;3541177418500902;39
49634;201422546568653;57
155381;3558681920222459;3
517441;3556441774402232;11
832433;5602219739203971;29
805698;6761395071822944;69
617664;4041598609102781;49
156043;345689491297069;31
658921;502070378405436736;39
326697;56022548620283968;84
23767;4026756950278076;36
527042;633329177226437504;47
767357;3551215646266644;31
83610;6397081700491341;19
383029;3559145124716673;96
714039;5602232439579152;72
808323;5010129208333280;64
268992;675988751656860160;88
404005;372301330459928;81
519242;3575533199722736;9
168935;3542866393574457;52
706392;3539137919506372;19
522649;5602234652178043;18
951229;3534916290401492;91
346858;3552771616252070;42
459617;3535873594371344;55
552177;6304697258954828;28
591486;503858949945938240;65
671058;4508315632005956;43
188594;3566223049533563;56
8726;6763915388575872000;58
456025;676331730456776704;70
733983;5048374817375571;63
274363;3539686144066867;34
386744;5100143877528188;74
939794;30345353280061;18
174758;3537867967677533;94
72117;3560523973118935;71
264906;5100149601026902;83
433231;3577040219146357;34
958393;374622416624210;86
241290;3564043560311419;63
471548;3554921720465146;32
125446;6706643078045748224;46
237043;3575382055919279;33
438366;6767755174022937600;36
871875;4041374759116;82
392597;5568791413596179;20
178456;4913123977553872;83
741561;3561303524501718;65
72347;30382059615878;16
31616;633374794069752704;34
500957;201466249775107;91
25458;3530879760798512;43
186284;3586604775455459;80
327304;4692272619323348;92
727550;3542909798512498;99
814853;3568834305262172;49
189275;3558456184025421;47
371434;3582704799995805;22
869519;3580090024202080;48
161589;4026878464113423;7
998020;5007661025815433;58
576208;3572614665925350;70
972490;374622839775920;75
923630;3561300050487908;97
828627;5519768030000330;40
670333;3572478220078729;67
815934;3589958846346353;64
690493;201647744996328;96
722249;560225914681386112;3
930700;3558636716036976;18
655788;36511847064122;51
948073;3582392790528658;43
420850;3544228497454367;92
610322;3555844694931811;27
56172;5281209265948097;80
917895;30263474414016;5
751283;3571649915129412;76
746954;4041373147626067;100
805813;3574132440812353;33
275626;4913578136674408;43
256092;6767940479123918;33
685197;372301635696455;48
471132;5100132310972533;90
707468;3576238611183025;3
439541;3555690679010125;15
128460;6334429287853845;25
643268;50204233164729104;68
440587;343571490411838;8
951854;3567171263923789;16
972927;201998071086815;54
888228;4844625204692475;17
80087;3529162984364749;53
307433;5277190938320045;69
193077;5010128269012940;70
188506;493699742469777664;68
820137;5602253969134077;2
209277;6304663167924278;6
674147;5893825072058224;78
708656;6396011454080579;90
70289;3547063694448111;51
383509;6375132680521353;35
119521;3572342665042592;92
371498;6379401349723445;87
20636;374283360415459;85
91904;3550877256408526;51
90756;3587926675888995;16
635368;5199664884966782;61
991869;5602223685284865024;91
203937;3584097216227615;25
245277;6334400290768201728;7
444621;30598350102874;11
178270;3544312087484099;46
472446;3584986779940475;1
658034;6767660114227243;71
523095;3567135472453151;97
574234;3537497369563147;81
797551;3563169137171639;42
156487;30389773342317;1
816075;3529236634166983;84
330845;3544552594566629;39
37585;5048372959574076;76
274978;3531892156651921;53
294091;5602245796128066;35
908972;3538815666037011;75
593716;5610356490579932;68
718054;30017304477845;32
214050;3540507951470272;56
710024;5602222983570939;70
983295;3543680883497247;25
416027;6706403218830495;96
667175;4041374694600752;18
865569;5100172491426016;69
184398;3584794051597058;100
23264;6767962536494793;41
407659;3564198162924520;74
160150;3563980947265787;53
35058;3534886118822924;30
155823;3583372964871000;83
606745;4913511109699268;28
898665;5100171635184739;86
693550;4508966718048235;16
322324;3585493450004480;80
628463;201520688776040;85
832921;3537911927138036;47
757696;3543232031558288;49
720503;6304611752366694;46
901498;3544923614697548;65
662037;3547227638715436;18
941347;3580609602203226;50
322870;67096446861746616;55
377408;3542836271550762;50
484494;3585204580201783;91
549311;5492092005168639;67
316308;3558992707574859;8
408206;374622708125900;30
327865;3534440149659408;71
924215;6767778651806843904;86
796670;3554772441449400;83
595546;5509849538343869;42
342209;3575736993013190;15
448906;374283093017762;57
761173;4026237063157069;14
724946;3580936926558948;50
594254;56022580436351040;47
909252;3537801719978824;95
633310;4041374577338470;48
388158;5539942396280564;72
878270;3551943345599573;46
733670;5010127537282541;92
698404;5602216475576032;19
465439;5602212082688203;30
906989;56022359538760912;55
959447;4917540135110079;80
572889;3556322982243156;59
664330;343996864129288;24
163063;6387386523956715;35
179774;4026029436242193;65
802245;6304316237742242;4
471671;676227221893651840;20
245199;30024899189215;27
84133;30459519648366;19
712263;30148108652505;4
100766;5100171005606584;15
608738;5010128585684307;26
912874;5100178435832144;14
621976;6709598997591504896;44
109695;50381296738777616;11
522172;3538509129617093;9
247855;6390303101323510;55
557433;3545164533926119;20
948275;3563107600269431;5
660017;676201418555021184;86
428219;6395361771350663;59
746576;6333079393833747456;6
159408;3571648082144204;31
823184;5602231410873204;22
883903;3532130738611397;48
144070;3557071623067305;12
575395;5104484104189212;74
51703;6331109483106939904;95
892818;3534134424251482;67
50494;5454447697249103;80
850906;50209397313659648;78
901479;3533161747561231;64
130577;3583605029168353;50
488721;4508870603114377;43
850157;5100137145130538;60
479279;3586791605891472;37
519464;5602257410709460;47
140675;3545412854499665;46
540663;5602247136630553;91
763216;30323812212413;82
108284;3578643648490343;91
172992;4175008623924168;65
120362;5602236182989955;62
957807;50185174630660128;43
653022;30178323858819;43
971715;4844154683545898;93
33126;372160356877854;10
315841;372232361048407;40
227225;344902184055376;83
124938;5038746539932908;13
583755;3589654571619003;89
613534;4936662949504326;51
989362;5100139823680529;70
271692;490563295587106240;54
703007;5641823744127850496;50
736862;5100136271593600;21
321280;50200349397203160;98
611756;30288801648309;92
256609;675934125124538624;3
676023;3578989390047330;83
492426;670602306009275392;16
450073;560222271302210176;73
191259;58935261108435448;52
116091;3581844827436116;96
8215;3533231164581309;89
657050;676283923530370304;46
803665;201605319717826;5
39361;4508637191631538;95
492132;342281517287648;67
723939;4041374747210;53
608927;3554760114960225;89
790777;3560548808890556;43
147856;3549698718642393;54
993881;50206317743388328;1
168983;5227317912541558;79
967788;3564921941794694;56
945632;3557950312911461;80
788420;4425489807284;69
846443;6333279842997533;2
354965;4041376227398747;19
726212;6334363626210377;40
181409;3556979523247150;11
26601;3581739316702160;54
329305;5100141113609473;10
205766;5602244379989523;46
471908;3579197908481889;50
546697;3565482258766790;31
36327;564182556084055232;100
533962;5602215972135029;30
337231;3570220881055493;96
539295;4911839635071845376;20
765090;3560622340608733;35
465633;3581395560228673;29
98547;4017954915663307;9
661637;6759631398798325760;33
5162;3580191753185692;88
864684;3564330582195130;15
371376;5018832026451448;5
80620;3540202100855322;58
584528;3529715398117688;56
170030;502070043707387328;95
971278;6331101420233803776;15
235099;5602241844728569;95
909941;67713014834954640;100
130399;6331106045093996;29
42654;503815745511727232;85
126133;3543086400185317;43
587730;5100137693718874;35
780085;3534044817786178;82
578906;3532327547275204;52
785765;5602211290193022;22
590490;5641820967788482560;62
429337;5520989927753123;76
591221;490529589859713536;45
5755;344505359626598;87
946117;3557888517302427;30
279994;3547654968675213;65
883479;3544179111851449;50
550117;3579974776602170;99
425220;3529304818823272;61
191091;3555085075073084;79
837279;4936232222986763264;73
282661;377148295916060;33
330319;5457771303145281;58
85866;30077671490318;82
891654;5020090073665198;51
495635;3587703889930537;58
414049;3588776964361140;37
769390;5020874719593421;80
675192;3567963202265045;22
881141;4844855717302334;11
77872;4041590223038376;76
685351;3583596903277412;54
314775;4911941471096585216;83
906818;4026961232076724;71
549380;5179743009504407;73
616263;377400225142170;13
21819;676788625279126528;61
513125;3580221905079467;19
451077;337941879017969;46
323483;493680933133069568;39
802552;5020817599457803;17
279696;5327215463467380;58
452689;5602218602555988;31
248263;676303527368829696;94
927228;5018503327573723;64
533188;3534911510398222;17
454452;5106063004733341;7
326284;5100178947006948;93
922231;3586408549253368;92
999440;374622400076682;8
567329;3545767818095507;78
487967;633110513166994560;83
172578;501828722216780160;51
62597;3540143999726408;40
863338;5100175683357162;16
342783;3573240520799902;12
829597;3558541456895914;96
225613;3535990494474810;88
889767;3542345788387890;91
391302;6304722625653042;86
452284;67634359503121872;84
980301;3540910239637201;28
840950;633338663598467968;89
425500;3552027304647455;20
849873;3565901188534150;89
981317;3579599423452230;12
909440;502007605479740224;75
306840;4405793801182133;43
853557;560222229148630400;91
643527;30072360443397;72
749717;374283280007899;69
437613;6334512772907113472;51
956264;67615960293130128;21
173264;3586432686497513;85
210005;6390166196075372;37
96528;5641823982970262528;38
529911;3574746545011320;63
175339;5602248516310337;28
976696;6331103022257224704;69
214722;3577600336929785;43
530882;5018764549723479040;22
891747;3545130979850600;12
884609;3535037139630594;87
875070;4936405980376724480;30
603480;3540712370937204;99
263702;4508780846481006;12
883111;201969848525443;99
802511;4041594671638521;93
74984;6304794861444253;54
96669;67617221478788368;33
687591;3553827633463329;11
997811;5018339682398530560;53
823881;201847708240727;44
335010;633336516049473536;71
11320;3561580031820182;23
890303;4017950829912939;88
607597;490318624165102080;68
810320;67593670836414672;26
308677;493641230638470016;73
835059;6334171246658490368;11
210393;3553315587246791;41
122790;337941314197202;8
925662;3568172381645790;67
616410;3561381496307769;88
561606;5440995005593668;50
373560;3547254920165419;41
580077;3578531497651281;45
756514;6333895905436075;78
597300;3586730475871842;10
408649;3576001329204123;93
603684;675906188118563072;38
900068;5602249681244228;94
159391;3549477804954859;63
744436;3535285300379141;36
929354;3537786711369843;63
228338;5100179162208250;8
30748;6763759445442606;96
459828;3569005172665974;68
37181;3542006665105546;46
283302;201740358135638;50
389821;3535889384043919;56
886650;4508213770702338;81
264823;3584807163163815;51
549800;3568716564455763;96
969711;3552230782172448;46
154195;3585527456967289;69
404305;5002352372788101;6
219550;5602248455750857;77
932218;3550084771073618;61
415164;3540574341306509;51
515163;5602210124283157;10
779844;3579459584340221;63
9764;3541232416113065;88
551707;3551687387072276;32
295160;30348985568085;77
757222;374622699789425;26
811448;3538067166788921;92
284292;3579225285056543;86
519782;372301137660215;95
690132;201624111089334;6
472254;3573227535348668;87
952824;4911497130024458240;24
235458;3548276016689209;13
943682;4911231442918135808;48
936100;3574084462086731;22
449358;3533906528866146;29
449442;3532328110332323;73
360816;3555574301058373;92
844352;346344641748871;47
159246;3543874393821075;6
688973;201527915726953;50
112562;4913183804216846;49
721549;30343736864024;57
189962;67095568182017488;5
441043;1;70
655853;2;43
871069;3;6
21070;4;97
631398;5;75
885100;6;86
485427;7;31
957944;8;31
337846;9;63
449330;10;29
871888;5602237354471566;17
273293;3556799183786275;16
712866;3563229062005887;78
447448;6767461328724472832;5
28338;3571626081343928;16
53614;3567261967897064;47
673024;6376281950381086;94
850307;5503978860865862;32
558371;3570755883293121;64
574125;5602213929749331;54
806072;50208202650711416;54
9455;6334788278218721280;31
392176;4405681080454606;42
579776;5602211708456975360;50
630150;493618568679849152;13
801083;5602211779019419648;85
734501;3530830671087040;46
637065;30477336399799;74
307254;3545803076830119;75
223787;3539774807949098;84
150263;379382114068062;25
626811;5018747836447362;82
163327;3568240334062072;41
322394;604024927497875;90
458289;3584999996058377;84
968268;5149264255098256;36
926287;67634521163957808;45
78950;3531605966405324;17
440690;6761236828623856;11
283718;4911719307265434;59
65015;3573641762076141;82
127393;4175003931790856;17
628488;30557583725059;40
317485;3549457378982908;54
645181;3546535385852058;86
964937;5433947833471434;69
623199;5018553727497015;25
924501;3566107033368872;98
871868;4607025721158;92
735197;5100134245447953;88
793020;3559389995530942;1
991798;201553062694687;33
135244;5100139765629542;29
358884;4839532026239302;7
885500;372301125279341;38
284859;5475769920203499;73
381461;3588562559288512;65
70981;5100147036203039;77
653751;3552855325595810;41
935618;6392150315718201;80
321923;3558765538431584;28
181177;4017955950993;50
631764;3540046260028810;11
588009;3528051252737812;35
692923;3540123007093421;56
328625;3563725397731402;14
875319;630499292918727552;26
59359;560222090634633856;72
778198;3587318974437007;30
926968;5048375299364645;60
480198;6333362237678130;66
511291;4175002620999182;13
753441;4905982909158273024;42
638657;3548779897541597;46
968893;3538972257532510;79
112359;201485832731111;94
970584;3533099192140723;88
419870;5108752168227367;28
303679;5602256855554209;23
686842;3584342611815378;92
864472;30034913267285;67
249219;3557016763912679;43
635760;3588381698112107;67
915709;63049361901478344;71
772146;337941268725966;4
772186;30297691818948;99
503596;3584936709798006;99
691013;6331106868974181;16
216541;4905637515559073792;30
735608;3585844964844813;3
453829;3568588115606453;53
89606;56022580248964976;31
24153;5172990415488884;39
537819;3540599186715696;80
438856;3564544133165752;98
116525;5298600530180212;20
498593;63048677703452504;14
166583;560224203125586880;7
324995;3550120258925670;71
653745;3542427889566299;35
